X, Y ,Z
-56.19203,6.813443, 14.33729
-55.7352,8.1943, 15.33903
-55.34496,7.985278, 16.15583
-55.11438,8.398227, 16.35995
-55.08937,7.712943, 15.61316
-55.43494,8.428481, 15.29745
-58.74815,8.545558, 16.65978
-59.2032,7.514868, 14.85202
-58.40755,8.149604, 13.77328
-58.7676,8.953764, 15.46333
-58.55462,8.68458, 14.17357
-57.97334,7.596544, 13.72365
-58.2124,9.089879, 14.66228
-57.62478,8.07041, 16.73408
-57.39084,7.249621, 17.23797
-56.99448,10.27786, 16.16088
-56.02297,10.15029, 17.11934
-56.94209,6.364971, 13.98188
-56.58116,8.589581, 13.80394
-56.19099,8.306506, 16.22812
-56.52854,7.999011, 16.09867
-56.2601,8.802096, 16.23889
-55.86582,8.840898, 16.80636
-56.22421,6.796025, 14.32756
-55.77214,8.198436, 15.34625
-55.37367,7.984964, 16.1805
-55.13779,8.40659, 16.38851
-55.12153,7.70447, 15.63126
-55.47053,8.439106, 15.30483
-58.79057,8.550431, 16.67461
-59.24818,7.510674, 14.85074
-58.45107,8.151081, 13.76117
-58.81172,8.96259, 15.46762
-58.59862,8.691192, 14.16558
-58.01617,7.592195, 13.70989
-58.25603,9.101167, 14.65879
-57.66555,8.071201, 16.75358
-57.42794,7.241413, 17.26246
-57.02885,10.30401, 16.1742
-56.9799,6.343956, 13.9688
-56.62131,8.598752, 13.78534
-56.23013,8.311981, 16.25006
-56.56999,7.998995, 16.11668
-56.29794,8.815527, 16.25963
-55.89671,8.85482, 16.83627
-56.26262,6.775232, 14.31595
-55.81623,8.203373, 15.35487
-55.40795,7.984589, 16.20996
-55.16573,8.416574, 16.4226
-55.15992,7.694354, 15.65287
-55.513,8.45179, 15.31363
-58.82564,8.554461, 16.68687
-59.28538,7.507206, 14.84968
-58.48706,8.152303, 13.75115
-58.84821,8.969889, 15.47117
-58.63499,8.69666, 14.15898
-58.05159,7.588598, 13.69851
-58.2921,9.1105, 14.6559
-57.69926,8.071856, 16.76971
-57.89675,9.190076, 13.24026
-57.45861,7.234624, 17.2827
-57.05728,10.32563, 16.18522
-57.01117,6.326578, 13.95797
-56.65452,8.606337, 13.76995
-56.26249,8.316508, 16.26819
-56.60427,7.998981, 16.13157
-56.32924,8.826633, 16.27678
-55.92226,8.866334, 16.86101
-56.29439,6.758038, 14.30634
-55.85269,8.207456, 15.36199
-55.43629,7.984279, 16.23432
-55.18883,8.42483, 16.4508
-55.19166,7.685989, 15.67073
-55.54813,8.462279, 15.32092
-59.47829,5.771851, 16.19532
-58.86336,8.558796, 16.70006
-59.32538,7.503476, 14.84855
-58.52576,8.153616, 13.74038
-58.88744,8.977737, 15.47498
-58.67411,8.702539, 14.15189
-58.08968,7.584731, 13.68628
-58.33089,9.120537, 14.65279
-57.73551,8.07256, 16.78705
-57.93203,9.200852, 13.22432
-57.4916,7.227325, 17.30447
-57.08784,10.34888, 16.19707
-57.0448,6.307891, 13.94634
-56.69022,8.614493, 13.7534
-56.29729,8.321377, 16.2877
-56.64113,7.998967, 16.14759
-56.36289,8.838575, 16.29523
-55.94973,8.878715, 16.8876
-56.32854,6.739548, 14.29602
-55.8919,8.211846, 15.36965
-55.46677,7.983945, 16.26051
-55.21368,8.433708, 16.48112
-55.2258,7.676995, 15.68995
-55.5859,8.473558, 15.32875
-59.41882,5.802896, 16.19532
-58.90079,8.563096, 16.71314
-59.36508,7.499775, 14.84742
-58.56416,8.15492, 13.72969
-58.92637,8.985525, 15.47876
-58.71294,8.708374, 14.14484
-58.12748,7.580893, 13.67414
-58.36939,9.130497, 14.6497
-57.77148,8.073259, 16.80426
-57.96705,9.211548, 13.20851
-57.52433,7.220081, 17.32608
-57.11818,10.37196, 16.20883
-57.07817,6.289347, 13.93479
-56.72566,8.622587, 13.73698
-56.33183,8.326208, 16.30706
-56.67771,7.998953, 16.16348
-56.39628,8.850427, 16.31354
-55.97699,8.891001, 16.91399
-56.36244,6.721199, 14.28577
-55.93081,8.216203, 15.37725
-55.49702,7.983614, 16.28651
-55.23833,8.442519, 16.5112
-55.25967,7.668068, 15.70901
-55.62339,8.484751, 15.33652
-59.22912,5.901928, 16.19532
-58.93985,8.567584, 16.7268
-59.4065,7.495913, 14.84624
-58.60424,8.15628, 13.71854
-58.967,8.993653, 15.48271
-58.75345,8.714463, 14.13749
-58.16692,7.576888, 13.66147
-58.40956,9.140892, 14.64648
-57.80902,8.073988, 16.82222
-58.00359,9.222708, 13.19201
-57.55849,7.212522, 17.34862
-57.14983,10.39604, 16.2211
-57.11299,6.269995, 13.92274
-56.76264,8.631033, 13.71985
-56.36786,8.331249, 16.32726
-56.71588,7.998938, 16.18007
-56.43113,8.862795, 16.33264
-56.00544,8.903822, 16.94154
-56.39782,6.702051, 14.27507
-55.97141,8.22075, 15.38519
-55.52859,7.983268, 16.31363
-55.26406,8.451713, 16.5426
-55.29502,7.658753, 15.72891
-55.6625,8.496431, 15.34463
-59.03116,6.005272, 16.19532
-58.97314,8.571409, 16.73843
-59.44181,7.492621, 14.84524
-58.6384,8.157439, 13.70903
-59.00163,9.000581, 15.48608
-58.78798,8.719653, 14.13122
-58.20054,7.573474, 13.65067
-58.4438,9.149751, 14.64373
-57.84102,8.07461, 16.83752
-58.03474,9.232221, 13.17794
-57.5876,7.206079, 17.36784
-57.17681,10.41656, 16.23156
-57.14267,6.2535, 13.91247
-56.79416,8.638232, 13.70524
-56.39858,8.335546, 16.34448
-56.74842,7.998925, 16.19421
-56.46083,8.873336, 16.34892
-56.02969,8.914751, 16.96501
-56.42796,6.685731, 14.26596
-56.00602,8.224625, 15.39195
-55.55549,7.982974, 16.33675
-55.28599,8.459549, 16.56936
-55.32515,7.650814, 15.74587
-55.69585,8.506387, 15.35154
-58.86243,6.093357, 16.19532
-59.01511,8.576232, 16.75311
-59.48632,7.488471, 14.84397
-58.68146,8.158901, 13.69705
-59.04528,9.009315, 15.49032
-58.83151,8.726196, 14.12333
-58.24292,7.56917, 13.63705
-58.48697,9.160919, 14.64027
-57.88136,8.075394, 16.85682
-58.07401,9.244212, 13.16021
-57.62431,7.197956, 17.39207
-57.21082,10.44243, 16.24475
-57.18009,6.232706, 13.89952
-56.83389,8.647308, 13.68683
-56.43731,8.340964, 16.36618
-56.78944,7.998909, 16.21203
-56.49828,8.886625, 16.36945
-56.06026,8.928528, 16.99461
-56.46598,6.665155, 14.25447
-56.04965,8.22951, 15.40047
-55.58941,7.982603, 16.3659
-55.36314,7.640805, 15.76725
-55.73788,8.518938, 15.36025
-58.64971,6.204405, 16.19532
-59.04974,8.580211, 16.76521
-59.52304,7.485047, 14.84293
-58.71698,8.160107, 13.68716
-59.0813,9.01652, 15.49382
-58.86742,8.731594, 14.11681
-58.27789,7.56562, 13.62582
-58.52258,9.170134, 14.63742
-57.91463,8.07604, 16.87274
-58.1064,9.254106, 13.14558
-57.65459,7.191255, 17.41205
-57.23888,10.46378, 16.25562
-57.21096,6.215551, 13.88884
-56.86667,8.654796, 13.67164
-56.46925,8.345433, 16.38409
-56.82328,7.998896, 16.22673
-56.52917,8.897589, 16.38638
-56.08548,8.939894, 17.01902
-56.49733,6.648182, 14.24499
-56.08565,8.233541, 15.40751
-55.61739,7.982296, 16.38995
-55.39447,7.632547, 15.78489
-55.77255,8.529292, 15.36744
-58.47423,6.296015, 16.19532
-59.08612,8.584391, 16.77793
-59.56163,7.48145, 14.84183
-58.75431,8.161374, 13.67677
-59.11914,9.024089, 15.4975
-58.90515,8.737265, 14.10996
-58.31462,7.56189, 13.61402
-58.56,9.179814, 14.63442
-57.9496,8.076719, 16.88947
-58.14044,9.264501, 13.13021
-57.68641,7.184214, 17.43305
-57.26836,10.4862, 16.26706
-57.24339,6.197527, 13.87761
-56.90111,8.662663, 13.65568
-56.50282,8.350129, 16.40291
-56.85883,7.998882, 16.24218
-56.56163,8.909108, 16.40417
-56.11197,8.951836, 17.04468
-56.53028,6.630347, 14.23503
-56.12347,8.237776, 15.41489
-55.64679,7.981975, 16.41521
-55.4274,7.623871, 15.80342
-55.80899,8.540172, 15.37499
-58.28985,6.39227, 16.19532
-59.1244,8.588789, 16.79131
-59.60223,7.477664, 14.84067
-58.79359,8.162707, 13.66584
-59.15896,9.032055, 15.50137
-58.94486,8.743233, 14.10276
-58.35328,7.557965, 13.6016
-58.59937,9.190001, 14.63126
-57.98639,8.077434, 16.90707
-58.17625,9.275438, 13.11403
-57.71989,7.176805, 17.45514
-57.29939,10.5098, 16.27908
-57.27752,6.17856, 13.8658
-56.93735,8.67094, 13.63889
-56.53814,8.35507, 16.42271
-56.89624,7.998868, 16.25844
-56.59578,8.921228, 16.42289
-56.13985,8.964401, 17.07167
-56.56495,6.611581, 14.22455
-56.16326,8.242231, 15.42267
-55.67773,7.981636, 16.4418
-55.46204,7.614742, 15.82292
-55.84732,8.55162, 15.38294
-58.09584,6.493554, 16.19532
-59.16173,8.593079, 16.80436
-59.64182,7.473973, 14.83955
-58.83189,8.164007, 13.65518
-59.19779,9.039823, 15.50514
-58.98357,8.749052, 14.09573
-58.39098,7.554137, 13.5895
-58.63777,9.199935, 14.62818
-58.02227,8.078131, 16.92423
-58.21118,9.286104, 13.09826
-57.75253,7.169581, 17.47669
-57.32964,10.53281, 16.29081
-57.3108,6.160066, 13.85429
-56.97269,8.679012, 13.62251
-56.57258,8.359888, 16.44201
-56.93272,7.998853, 16.27429
-56.62909,8.933048, 16.44115
-56.16704,8.976654, 17.09799
-56.59875,6.593282, 14.21432
-56.20206,8.246576, 15.43025
-55.70789,7.981306, 16.46772
-55.49583,7.60584, 15.84194
-55.8847,8.562782, 15.39069
-57.90665,6.592319, 16.19532
-59.19969,8.59744, 16.81763
-59.68207,7.47022, 14.8384
-58.87083,8.165329, 13.64434
-59.23727,9.047721, 15.50898
-59.02294,8.75497, 14.08859
-58.42931,7.550245, 13.57718
-58.67681,9.210036, 14.62505
-58.05875,8.078839, 16.94168
-58.24669,9.29695, 13.08222
-57.78573,7.162235, 17.4986
-57.3604,10.55621, 16.30273
-57.34464,6.141259, 13.84258
-57.00863,8.687221, 13.60586
-56.6076,8.364788, 16.46164
-56.96982,7.998838, 16.29041
-56.66296,8.945067, 16.45971
-56.19469,8.989115, 17.12476
-56.63313,6.574674, 14.20393
-56.24152,8.250995, 15.43796
-55.73857,7.98097, 16.49409
-55.53018,7.596787, 15.86127
-55.92272,8.574133, 15.39857
-57.71427,6.69275, 16.19532
-59.24069,8.602151, 16.83196
-59.72555,7.466166, 14.83717
-58.9129,8.166757, 13.63263
-59.27991,9.056252, 15.51312
-59.06546,8.76136, 14.08088
-58.4707,7.546041, 13.56388
-58.71897,9.220945, 14.62167
-58.09815,8.079604, 16.96053
-58.28505,9.308664, 13.0649
-57.82158,7.154301, 17.52226
-57.39362,10.58149, 16.31561
-57.38119,6.120947, 13.82993
-57.04744,8.696086, 13.58788
-56.64543,8.37008, 16.48285
-57.00989,7.998823, 16.30782
-56.69953,8.958049, 16.47976
-56.22455,9.002571, 17.15366
-56.67026,6.554576, 14.19271
-56.28414,8.255767, 15.44629
-55.7717,7.980607, 16.52256
-55.56729,7.58701, 15.88215
-55.96378,8.586392, 15.40708
-57.50649,6.80122, 16.19532
-59.27349,8.60592, 16.84343
-59.76034,7.462922, 14.83618
-58.94655,8.167899, 13.62327
-59.31403,9.063078, 15.51644
-59.09948,8.766474, 14.0747
-58.50383,7.542678, 13.55324
-58.75271,9.229674, 14.61897
-58.12968,8.080217, 16.97561
-58.31573,9.318036, 13.05105
-57.85027,7.147953, 17.5412
-57.4202,10.60171, 16.32592
-57.41043,6.104696, 13.81981
-57.07849,8.703179, 13.57349
-56.67569,8.374313, 16.49981
-57.04194,7.99881, 16.32175
-56.7288,8.968434, 16.49581
-56.24844,9.013339, 17.17679
-56.69996,6.538496, 14.18373
-56.31824,8.259585, 15.45295
-55.7982,7.980317, 16.54534
-55.59697,7.579188, 15.89886
-55.99663,8.596202, 15.41389
-57.34025,6.888006, 16.19532
-59.3172,8.610942, 16.85871
-59.8067,7.4586, 14.83486
-58.99139,8.169421, 13.61078
-59.3595,9.072173, 15.52085
-59.14482,8.773288, 14.06648
-58.54797,7.538196, 13.53907
-58.79766,9.241305, 14.61536
-58.17168,8.081033, 16.99571
-58.35663,9.330525, 13.03258
-57.8885,7.139493, 17.56643
-57.45563,10.62865, 16.33965
-57.4494,6.08304, 13.80632
-57.11987,8.712631, 13.55431
-56.71603,8.379955, 16.52242
-57.08466,7.998794, 16.34031
-56.7678,8.982275, 16.51718
-56.28027,9.027687, 17.20761
-56.73955,6.517068, 14.17176
-56.36368,8.264673, 15.46183
-55.83353,7.97993, 16.57569
-55.63653,7.568764, 15.92113
-56.0404,8.609273, 15.42296
-57.11872,7.003655, 16.19532
-59.34887,8.61458, 16.86978
-59.84028,7.455469, 14.8339
-59.02389,8.170524, 13.60174
-59.39244,9.078762, 15.52406
-59.17766,8.778225, 14.06052
-58.57994,7.534949, 13.52879
-58.83023,9.249732, 14.61275
-58.20212,8.081624, 17.01027
-58.38625,9.339574, 13.0192
-57.91619,7.133365, 17.58471
-57.48129,10.64817, 16.3496
-57.47763,6.067351, 13.79656
-57.14985,8.719479, 13.54042
-56.74524,8.384043, 16.53879
-57.11561,7.998782, 16.35376
-56.79605,8.992302, 16.53267
-56.76823,6.501545, 14.16309
-56.3966,8.268359, 15.46826
-55.85912,7.97965, 16.59768
-55.66519,7.561212, 15.93726
-56.07211,8.618742, 15.42953
-56.95823,7.087439, 16.19532
-59.3924,8.619582, 16.88499
-59.88644,7.451164, 14.83259
-59.06855,8.17204, 13.58931
-59.43772,9.08782, 15.52846
-59.22281,8.78501, 14.05232
-58.6239,7.530486, 13.51467
-58.87501,9.261316, 14.60916
-58.24396,8.082437, 17.03028
-58.42698,9.352012, 13.00081
-57.95426,7.12494, 17.60983
-57.51656,10.67501, 16.36328
-57.51644,6.045784, 13.78313
-57.19106,8.728892, 13.52133
-56.78541,8.389662, 16.56131
-57.15815,7.998765, 16.37224
-56.83488,9.006085, 16.55396
-56.80765,6.480205, 14.15117
-56.44185,8.273427, 15.4771
-55.89429,7.979265, 16.62791
-56.11571,8.63176, 15.43857
-56.7376,7.202613, 16.19532
-55.72749,7.544797, 15.97232
-59.42828,8.623705, 16.89754
-59.9245,7.447616, 14.83151
-59.10537,8.173289, 13.57906
-59.47504,9.095287, 15.53208
-59.26003,8.790605, 14.04557
-58.66014,7.526806, 13.50303
-58.91191,9.270865, 14.6062
-58.27844,8.083107, 17.04678
-58.46055,9.362265, 12.98565
-57.98564,7.117995, 17.63054
-57.54843,6.028006, 13.77206
-57.22503,8.736651, 13.50558
-56.81852,8.394293, 16.57986
-57.19322,7.998751, 16.38748
-56.8669,9.017447, 16.57151
-56.84015,6.462615, 14.14135
-56.47915,8.277603, 15.48439
-56.15164,8.64249, 15.44602
-56.55574,7.297551, 16.19532
-59.46485,8.627907, 16.91032
-59.96328,7.444, 14.83041
-59.14288,8.174562, 13.56862
-59.51307,9.102896, 15.53578
-59.29795,8.796305, 14.03869
-58.69706,7.523057, 13.49117
-58.94952,9.280596, 14.60319
-58.31359,8.083789, 17.0636
-58.49476,9.372712, 12.9702
-58.01762,7.110919, 17.65165
-57.58103,6.009889, 13.76077
-57.25965,8.744558, 13.48954
-56.85225,8.399014, 16.59878
-57.22896,7.998737, 16.40301
-56.89952,9.029025, 16.58939
-56.87326,6.444689, 14.13133
-56.51716,8.28186, 15.49182
-56.18826,8.653425, 15.45361
-56.37042,7.3943, 16.19532
-59.50334,8.632329, 16.92377
-60.0041,7.440195, 14.82924
-59.18237,8.175903, 13.55763
-59.55311,9.110905, 15.53967
-59.33788,8.802305, 14.03145
-58.73593,7.51911, 13.47869
-58.98911,9.290838, 14.60002
-58.35058,8.084508, 17.08129
-58.53077,9.38371, 12.95394
-58.05128,7.10347, 17.67387
-57.61534,5.99082, 13.7489
-57.29609,8.752882, 13.47266
-56.88777,8.403981, 16.61868
-57.26657,7.998723, 16.41935
-56.93386,9.041212, 16.60821
-56.90812,6.42582, 14.1208
-56.55717,8.28634, 15.49963
-56.22681,8.664935, 15.4616
-56.17535,7.496135, 16.19532
-59.54066,8.636618, 16.93682
-60.04369,7.436503, 14.82812
-59.22067,8.177203, 13.54697
-59.59193,9.118671, 15.54344
-59.37659,8.808124, 14.02442
-58.77362,7.515283, 13.46658
-59.0275,9.300771, 14.59694
-58.38645,8.085205, 17.09845
-58.56569,9.394375, 12.93817
-58.08392,7.096246, 17.69541
-57.64862,5.972327, 13.73738
-57.33142,8.760953, 13.45629
-56.9222,8.408799, 16.63799
-57.30305,7.998708, 16.4352
-56.96716,9.05303, 16.62647
-56.94192,6.407523, 14.11058
-56.59597,8.290685, 15.50722
-56.26419,8.676097, 15.46935
-55.98618,7.59489, 16.19532
-59.57671,8.640759, 16.94942
-60.08191,7.43294, 14.82703
-59.25765,8.178458, 13.53668
-59.62943,9.126172, 15.54709
-59.41397,8.813743, 14.01764
-58.81002,7.511588, 13.45489
-59.06457,9.310362, 14.59397
-58.42109,8.085877, 17.11503
-58.59941,9.404673, 12.92294
-58.11544,7.089271, 17.71621
-57.68075,5.95447, 13.72626
-57.36554,8.768747, 13.44047
-56.95546,8.413451, 16.65663
-57.33828,7.998694, 16.45051
-56.99932,9.064443, 16.6441
-56.97456,6.389854, 14.10071
-56.63344,8.29488, 15.51454
-56.30029,8.686875, 15.47683
-59.61265,8.644889, 16.96198
-60.12003,7.429386, 14.82595
-59.29453,8.17971, 13.52642
-59.66681,9.133651, 15.55072
-59.45125,8.819345, 14.01087
-58.84631,7.507902, 13.44323
-59.10154,9.319926, 14.591
-58.45564,8.086548, 17.13155
-58.63304,9.414943, 12.90775
-58.14687,7.082314, 17.73696
-57.71279,5.936662, 13.71518
-57.39957,8.776519, 13.42471
-56.98862,8.418091, 16.67521
-57.3734,7.998681, 16.46577
-57.03139,9.075823, 16.66167
-57.00711,6.372234, 14.09087
-56.67081,8.299064, 15.52184
-56.33628,8.697623, 15.48429
-59.64917,8.649085, 16.97475
-60.15876,7.425775, 14.82485
-59.33199,8.180982, 13.51599
-59.70479,9.14125, 15.55441
-59.48912,8.825038, 14.004
-58.88319,7.504158, 13.43139
-59.13909,9.329644, 14.58799
-58.49073,8.087231, 17.14834
-58.66721,9.425377, 12.89232
-57.74535,5.91857, 13.70391
-57.43414,8.784415, 13.40869
-57.02232,8.422804, 16.6941
-57.40909,7.998667, 16.48128
-57.06397,9.087386, 16.67953
-57.04018,6.354333, 14.08087
-56.70877,8.303315, 15.52925
-56.37285,8.708543, 15.49187
-59.68734,8.653471, 16.98809
-60.19924,7.422, 14.82369
-59.37115,8.182311, 13.50509
-59.7445,9.149193, 15.55827
-59.52871,8.830989, 13.99682
-58.92173,7.500244, 13.419
-59.17835,9.339802, 14.58484
-58.52742,8.087943, 17.16589
-58.70292,9.436283, 12.8762
-57.77938,5.899658, 13.69213
-57.47028,8.792669, 13.39194
-57.05753,8.427731, 16.71384
-57.4464,7.998652, 16.49749
-57.09803,9.099472, 16.6982
-57.07475,6.335621, 14.07042
-56.74845,8.307758, 15.53701
-56.41108,8.719958, 15.4998
-59.72505,8.657804, 17.00128
-60.23923,7.418271, 14.82256
-59.40985,8.183624, 13.49432
-59.78372,9.15704, 15.56208
-59.56783,8.836867, 13.98972
-58.95981,7.496377, 13.40677
-59.21714,9.349837, 14.58173
-58.56366,8.088647, 17.18323
-58.7382,9.447059, 12.86026
-57.813,5.880974, 13.6805
-57.50598,8.800825, 13.3754
-57.09233,8.432598, 16.73335
-57.48325,7.998638, 16.5135
-57.13167,9.111413, 16.71664
-57.10891,6.317133, 14.06009
-56.78765,8.312148, 15.54467
-56.44884,8.731236, 15.50763
-59.76779,8.662715, 17.01622
-60.28456,7.414045, 14.82127
-59.4537,8.185113, 13.48212
-59.82818,9.165934, 15.5664
-59.61216,8.843531, 13.98168
-59.00297,7.491994, 13.39291
-59.2611,9.36121, 14.57821
-58.60474,8.089445, 17.20288
-58.77818,9.45927, 12.84221
-57.8511,5.859798, 13.66731
-57.54644,8.810067, 13.35665
-57.13176,8.438115, 16.75545
-57.52502,7.998621, 16.53165
-57.1698,9.124946, 16.73755
-57.14761,6.296182, 14.04839
-56.83208,8.317122, 15.55335
-56.49165,8.744017, 15.5165
-59.80413,8.66689, 17.02892
-60.3231,7.410452, 14.82017
-59.49098,8.186378, 13.47174
-59.86597,9.173494, 15.57008
-59.64985,8.849195, 13.97484
-59.03967,7.488268, 13.38112
-59.29847,9.37088, 14.57521
-58.63966,8.090123, 17.21959
-58.81218,9.469653, 12.82685
-57.8835,5.841795, 13.6561
-57.58084,8.817924, 13.34071
-57.16529,8.442805, 16.77424
-57.56054,7.998608, 16.54708
-57.20222,9.136452, 16.75532
-57.18052,6.278368, 14.03844
-56.86985,8.321353, 15.56073
-56.52803,8.754883, 15.52404
-59.84045,8.671062, 17.04162
-60.36162,7.406861, 14.81908
-59.52824,8.187643, 13.46137
-59.90375,9.181052, 15.57375
-59.68751,8.854856, 13.96801
-59.07634,7.484545, 13.36934
-59.33582,9.380545, 14.57222
-58.67457,8.090801, 17.23629
-58.84616,9.48003, 12.81151
-57.91587,5.823802, 13.6449
-57.61522,8.825778, 13.32478
-57.1988,8.447493, 16.79303
-57.59603,7.998594, 16.5625
-57.23463,9.147951, 16.77308
-57.21341,6.260564, 14.0285
-56.90761,8.325581, 15.5681
-56.56441,8.765743, 15.53158
-59.87797,8.675374, 17.05473
-60.40141,7.403151, 14.81794
-59.56674,8.18895, 13.45065
-59.94278,9.18886, 15.57754
-59.72643,8.860705, 13.96094
-59.11423,7.480698, 13.35717
-59.37442,9.39053, 14.56912
-58.71063,8.091501, 17.25354
-58.88126,9.490751, 12.79566
-57.94933,5.805212, 13.63332
-57.65075,8.833892, 13.30832
-57.23342,8.452336, 16.81243
-57.6327,7.99858, 16.57843
-57.2681,9.159831, 16.79143
-57.24739,6.242171, 14.01822
-56.94661,8.329947, 15.57573
-56.60198,8.776963, 15.53937
-59.91325,8.679427, 17.06706
-60.43882,7.399663, 14.81688
-59.60293,8.190178, 13.44058
-59.97947,9.196199, 15.58111
-59.76301,8.866204, 13.95431
-59.14985,7.477081, 13.34573
-59.41069,9.399916, 14.56622
-58.74453,8.09216, 17.26976
-58.91426,9.50083, 12.78075
-57.98077,5.787736, 13.62244
-57.68414,8.841519, 13.29284
-57.26596,8.456889, 16.83067
-57.66717,7.998566, 16.59341
-57.29957,9.171, 16.80868
-57.27934,6.224879, 14.00857
-56.98328,8.334053, 15.58289
-56.63731,8.787512, 15.54669
-59.94916,8.683554, 17.07962
-60.4769,7.396112, 14.8158
-59.63978,8.191429, 13.43033
-60.01682,9.203671, 15.58474
-59.80025,8.871802, 13.94755
-59.18611,7.473399, 13.33408
-59.44763,9.409472, 14.56326
-58.77904,8.092831, 17.28627
-58.94786,9.51109, 12.76558
-58.01279,5.769944, 13.61136
-57.71813,8.849284, 13.27709
-57.2991,8.461524, 16.84925
-57.70226,7.998552, 16.60866
-57.33161,9.18237, 16.82624
-57.31186,6.207275, 13.99873
-57.02061,8.338234, 15.59018
-56.67327,8.79825, 15.55415
-59.98843,8.688066, 17.09335
-60.51856,7.392228, 14.81461
-59.68008,8.192797, 13.41911
-60.05767,9.211844, 15.58871
-59.84099,8.877926, 13.94016
-59.22577,7.469371, 13.32134
-59.48803,9.419924, 14.56002
-58.81679,8.093564, 17.30433
-58.98461,9.522312, 12.74899
-58.0478,5.750484, 13.59925
-57.75532,8.857778, 13.25986
-57.33534,8.466594, 16.86956
-57.74065,7.998537, 16.62534
-57.36665,9.194807, 16.84545
-57.34743,6.188021, 13.98798
-57.06144,8.342806, 15.59816
-56.7126,8.809996, 15.5623
-60.03198,8.693069, 17.10857
-60.56474,7.387922, 14.8133
-59.72475,8.194313, 13.40668
-60.10297,9.220906, 15.59311
-59.88616,8.884714, 13.93196
-59.26974,7.464906, 13.30721
-59.53281,9.431512, 14.55643
-58.85864,8.094377, 17.32435
-59.02535,9.534755, 12.73059
-58.08662,5.728909, 13.58581
-57.79654,8.867195, 13.24076
-57.37552,8.472215, 16.89208
-57.78321,7.998521, 16.64383
-57.38686,6.166674, 13.97606
-57.10671,8.347875, 15.60701
-56.75621,8.823018, 15.57134
-60.06672,8.697061, 17.12071
-60.60158,7.384487, 14.81225
-59.7604,8.195522, 13.39676
-60.1391,9.228134, 15.59662
-59.92218,8.890129, 13.92542
-59.30482,7.461345, 13.29594
-59.56854,9.440756, 14.55356
-58.89203,8.095025, 17.34032
-59.05785,9.544681, 12.71591
-58.11759,5.711699, 13.57509
-57.82943,8.874706, 13.22552
-57.40757,8.476698, 16.91005
-57.81716,7.998507, 16.65858
-57.41832,6.149644, 13.96655
-57.14282,8.351918, 15.61406
-56.791,8.833405, 15.57855
-60.1021,8.701126, 17.13308
-60.6391,7.380989, 14.81118
-59.79669,8.196754, 13.38665
-60.1759,9.235496, 15.6002
-59.95888,8.895644, 13.91877
-59.34055,7.457717, 13.28447
-59.60493,9.45017, 14.55064
-58.92603,8.095686, 17.35659
-59.09095,9.554789, 12.70097
-58.14913,5.694171, 13.56418
-57.86292,8.882357, 13.21
-57.44021,8.481264, 16.92834
-57.85173,7.998494, 16.67361
-57.45036,6.132301, 13.95686
-57.1796,8.356036, 15.62125
-56.82643,8.843985, 15.5859
-60.14095,8.705589, 17.14666
-60.6803,7.377148, 14.81001
-59.83655,8.198108, 13.37556
-60.21631,9.24358, 15.60412
-59.99917,8.9017, 13.91146
-59.37978,7.453733, 13.27187
-59.64488,9.460507, 14.54744
-58.96337,8.096411, 17.37445
-59.12729,9.565888, 12.68455
-58.18377,5.674924, 13.5522
-57.8997,8.890757, 13.19296
-57.8897,7.998479, 16.6901
-57.48554,6.113257, 13.94622
-57.21998,8.360558, 15.62914
-56.86533,8.855602, 15.59396
-60.71882,7.373556, 14.80892
-59.87381,8.199372, 13.36519
-60.25409,9.251137, 15.60779
-60.03684,8.907362, 13.90462
-59.41645,7.45001, 13.26008
-59.68224,9.470172, 14.54445
-59.16127,9.576266, 12.66921
-58.21614,5.656929, 13.54099
-57.93408,8.898611, 13.17702
-57.92519,7.998465, 16.70553
-57.51844,6.095453, 13.93628
-57.25774,8.364786, 15.63651
-56.90171,8.866463, 15.6015
-60.75803,7.3699, 14.8078
-59.91175,8.200661, 13.35463
-60.29255,9.258831, 15.61153
-60.07519,8.913126, 13.89766
-59.45379,7.446218, 13.24809
-59.72026,9.480011, 14.5414
-59.19586,9.58683, 12.65359
-58.24911,5.638611, 13.52958
-57.96909,8.906606, 13.1608
-57.96133,7.998451, 16.72123
-57.55192,6.077328, 13.92616
-57.29617,8.369089, 15.64402
-56.93874,8.87752, 15.60918
-60.7969,7.366276, 14.8067
-59.94935,8.201937, 13.34416
-60.33067,9.266457, 15.61524
-60.1132,8.918839, 13.89076
-59.4908,7.442461, 13.2362
-59.75796,9.489764, 14.53838
-59.23015,9.597302, 12.6381
-58.28178,5.620453, 13.51828
-58.00378,8.914531, 13.14473
-57.99714,7.998437, 16.73679
-57.58511,6.059361, 13.91612
-57.33427,8.373356, 15.65147
-56.97544,8.888479, 15.61679
-60.84848,7.361467, 14.80523
-59.99925,8.20363, 13.33028
-60.38125,9.276577, 15.62015
-60.16364,8.926421, 13.88161
-59.53991,7.437474, 13.22043
-59.80798,9.502706, 14.53436
-59.27565,9.611198, 12.61756
-58.32514,5.596358, 13.50327
-58.04982,8.925048, 13.12339
-58.04467,7.998418, 16.75744
-57.62915,6.035521, 13.90281
-57.38482,8.379017, 15.66135
-57.02414,8.903023, 15.62688
-60.87712,7.358796, 14.80442
-60.02696,8.204571, 13.32256
-60.40935,9.282198, 15.62288
-60.19166,8.930632, 13.87653
